id,path,name,position,language,loc,words,keywords/builtins.json,keywords/from_import.json,keywords/global.json,keywords/globals.json,keywords/import.json,keywords/inspect.json,keywords/locals.json,keywords/nonlocal.json,loop_statements,loop_nestings,if_statements,if_nestings,functions_calls,function_calls_nestings,params,param_kw_match,return_kw_match,parse_error
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/wsgiref/simple_server.py.functions/138-1,demo_app,138:1,python,10,49,0,1,0,0,0,0,0,0,1,1,0,0,10,2,0,0,0,none
763189234,imp_projects4/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/searchTestClasses.py.functions/142-1,parseHeuristic,142:1,python,22,77,0,0,0,0,1,0,0,0,1,1,2,1,13,2,0,0,0,none
763189234,imp_projects4/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/searchTestClasses.py.functions/272-5,getSolInfo,272:5,python,28,135,0,1,0,0,0,0,0,0,0,0,5,1,16,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/_pydecimal.py.functions/6280-1,_group_lengths,6280:1,python,22,57,0,1,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,none
763189234,imp_projects4/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/search (t1-solved).py.functions/65-1,tinyMazeSearch,65:1,python,9,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/utils/deprecation.py.functions/44-1,install_warning_logger,44:1,python,9,21,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/command/install.py.functions/65-5,run,65:5,python,10,27,0,0,0,0,0,1,0,0,0,0,2,1,5,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/html5lib/_inputstream.py.functions/457-5,determineEncoding,457:5,python,61,167,0,1,0,0,0,0,0,0,1,1,10,2,17,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/web/pgadmin/browser/server_groups/servers/databases/schemas/utils.py.functions/380-5,parse_type_name,380:5,python,40,88,0,1,0,0,0,0,0,0,0,0,4,2,8,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/web/pgadmin/browser/server_groups/servers/databases/schemas/utils.py.functions/507-1,parse_rule_definition,507:1,python,56,152,0,0,0,0,1,0,0,0,0,0,5,3,12,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/mako/util.py.functions/30-5,load,30:5,python,15,49,0,1,0,0,1,0,0,0,1,1,1,1,4,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/threading.py.functions/57-1,setprofile,57:1,python,9,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/threading.py.functions/67-1,settrace,67:1,python,9,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/threading.py.functions/1085-5,isAlive,1085:5,python,9,32,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/threading.py.functions/1177-1,_make_invoke_excepthook,1177:1,python,49,114,0,0,1,0,0,0,0,0,0,0,5,1,8,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/threading.py.functions/1412-1,_after_fork,1412:1,python,51,80,0,0,2,0,0,0,0,0,1,1,1,1,16,2,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/cmd.py.functions/47-5,__init__,47:5,python,46,81,0,1,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/cmd.py.functions/151-5,dump_options,151:5,python,13,62,0,1,0,0,0,0,0,0,1,1,2,1,5,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/cmd.py.functions/184-5,debug_print,184:5,python,8,33,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/cmd.py.functions/362-5,spawn,362:5,python,4,27,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/command/install_lib.py.functions/87-5,copy_tree,87:5,python,29,83,0,2,0,0,0,0,0,0,0,0,2,1,7,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/docutils/utils/math/math2html.py.functions/1691-3,__init__,1691:3,python,17,50,0,0,0,0,1,0,0,0,0,0,1,1,5,1,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_internal/operations/freeze.py.functions/153-1,_get_editable_info,153:1,python,64,202,0,1,0,0,0,0,0,0,0,0,1,1,18,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/flask/templating.py.functions/60-5,_get_source_explained,60:5,python,19,55,0,1,0,0,0,0,0,0,1,1,2,1,5,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/idlelib/percolator.py.functions/58-1,_percolator,58:1,python,39,141,0,0,0,0,1,0,0,0,0,0,2,1,26,3,0,0,0,none
763189234,imp_projects4/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab06/mdp/qlearningAgents.py.functions/154-5,__init__,154:5,python,4,20,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/Tools.py.functions/109-1,exportTremoulet,109:1,python,21,78,0,1,0,0,0,0,0,0,2,2,1,1,8,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/py38compat.py.functions/1-1,aix_platform,1:1,python,7,21,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/ext/instrumentation.py.functions/403-1,_install_lookups,403:1,python,14,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
601906241,imp_projects4/0/601906241-38385e8e4cf465dffe7e0db7f5e1246d171a9e08/chrishamblin7-circuit_explorer-38385e8/circuit_explorer/circuit_visualizer/utils.py.functions/117-1,circuit_edge_width_scaling,117:1,python,7,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none
105887056,imp_projects4/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW3/busters.py.functions/48-1,getObservationDistribution,48:1,python,14,62,0,0,1,0,0,0,0,0,1,1,2,1,4,1,0,0,0,none
105887056,imp_projects4/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW3/busters.py.functions/440-1,readCommand,440:1,python,69,362,0,1,0,0,1,0,0,0,0,0,3,1,33,2,0,0,0,none
105887056,imp_projects4/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW3/busters.py.functions/533-1,runGames,533:1,python,23,104,0,0,0,0,1,0,0,0,1,1,1,1,19,2,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/locations/__init__.py.functions/51-1,_looks_like_bpo_44860,51:1,python,12,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/locations/__init__.py.functions/76-1,_looks_like_red_hat_lib,76:1,python,12,49,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/locations/__init__.py.functions/91-1,_looks_like_debian_scheme,91:1,python,5,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/locations/__init__.py.functions/99-1,_looks_like_red_hat_scheme,99:1,python,17,87,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,none
763189234,imp_projects4/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/layout.py.functions/44-5,initializeVisibilityMatrix,44:5,python,20,142,0,1,1,0,0,0,0,0,4,4,2,2,17,2,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/_vendor/pyparsing/actions.py.functions/12-5,__init__,12:5,python,5,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none
763189234,imp_projects4/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Practice/multiagent/multiAgents.py.functions/126-5,__init__,126:5,python,4,20,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/distlib/_backport/tarfile.py.functions/399-5,__init__,399:5,python,51,133,0,0,0,0,2,0,0,0,0,0,7,2,11,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/distlib/_backport/tarfile.py.functions/660-5,init,660:5,python,9,28,0,0,0,0,1,0,0,0,0,0,1,1,3,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/distlib/_backport/tarfile.py.functions/1798-5,gzopen,1798:5,python,29,118,0,0,0,0,1,0,0,0,0,0,4,1,8,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/distlib/_backport/tarfile.py.functions/1829-5,bz2open,1829:5,python,24,95,0,0,0,0,1,0,0,0,0,0,2,1,8,1,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/distlib/_backport/tarfile.py.functions/2038-5,add,2038:5,python,61,248,0,0,0,0,1,0,0,0,1,1,9,2,22,2,0,0,0,none
127101709,imp_projects4/0/127101709-aa0ca66c23ba379efaa869d68db5670cc388f2e5/ZZYuting-car-detection-using-retinanet-aa0ca66/Detectron/detectron/roi_data/data_utils.py.functions/50-1,get_field_of_anchors,50:1,python,52,142,0,0,1,0,0,0,0,0,0,0,2,1,22,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/__init__.py.functions/130-1,__go,130:1,python,19,49,0,3,1,0,1,0,0,0,0,0,0,0,7,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/random.py.functions/740-1,_test_generator,740:1,python,20,80,0,0,0,0,1,0,0,0,1,1,0,0,11,2,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/_distutils/dep_util.py.functions/11-1,newer,11:1,python,17,88,0,1,0,0,0,0,0,0,0,0,2,1,6,2,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/_distutils/dep_util.py.functions/56-1,newer_group,56:1,python,38,185,0,1,0,0,0,0,0,0,1,1,4,2,4,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pygments/lexers/textfmts.py.functions/150-5,content_callback,150:5,python,24,68,0,1,0,0,0,0,0,0,2,2,2,2,7,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/dialects/postgresql/zxjdbc.py.functions/37-5,__init__,37:5,python,5,22,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,none
697336100,imp_projects4/0/697336100-68b6a86886f0844a9fd1fe78b489a689262269ff/suppression-bureau-boh_app-68b6a86/tests/conftest.py.functions/27-1,client,27:1,python,13,30,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/werkzeug/filesystem.py.functions/42-1,get_filesystem_encoding,42:1,python,23,126,0,0,1,0,0,0,0,0,0,0,2,2,4,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/types.py.functions/18-1,_cell_factory,18:1,python,5,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/types.py.functions/244-1,coroutine,244:1,python,50,109,0,0,0,0,2,0,0,0,0,0,6,2,9,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/distutils/filelist.py.functions/41-5,debug_print,41:5,python,7,30,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/cffi/model.py.functions/519-5,build_baseinttype,519:5,python,40,142,0,0,0,0,1,0,0,0,0,0,5,1,16,2,0,0,0,none
613263825,imp_projects4/0/613263825-f43825b09e4ff1a02009acba996d7843fbe7ab9d/codeXii-alx-higher_level_programming-f43825b/0x02-python-import_modules/102-magic_calculation.py.functions/2-1,magic_calculation,2:1,python,9,33,0,1,0,0,0,0,0,0,1,1,1,1,4,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/setuptools/package_index.py.functions/680-5,gen_setup,680:5,python,40,152,0,1,0,0,0,0,0,0,0,0,3,3,15,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/ldap3/utils/ntlm.py.functions/490-5,ntowf_v2,490:5,python,16,80,0,1,0,0,0,0,0,0,0,0,1,1,15,4,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/typing.py.functions/780-5,__reduce__,780:5,python,16,66,0,0,0,1,0,0,0,0,0,0,4,2,6,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/typing.py.functions/1670-5,__new__,1670:5,python,35,141,0,0,0,0,2,0,0,0,0,0,4,1,12,2,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/colorama/initialise.py.functions/23-1,init,23:1,python,26,84,0,0,3,0,0,0,0,0,0,0,4,1,5,1,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/Coord.py.functions/49-1,initVP,49:1,python,11,85,0,0,1,0,0,0,0,0,0,0,1,1,7,3,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/Coord.py.functions/127-1,plotSearchInfo,127:1,python,69,335,0,1,0,0,0,0,0,0,0,0,8,2,43,3,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/Coord.py.functions/240-1,extractDensity,240:1,python,23,166,0,1,0,0,0,0,0,0,4,2,0,0,24,4,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/Coord.py.functions/302-1,computeSaliencyMaps,302:1,python,26,140,0,0,0,0,1,0,0,0,1,1,1,1,4,1,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/Coord.py.functions/329-1,extractSaliency,329:1,python,57,405,0,1,0,0,0,0,0,0,3,2,6,2,36,2,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/Coord.py.functions/708-1,codingComparison,708:1,python,37,234,0,1,0,0,0,0,0,0,6,3,3,1,35,2,0,0,0,none
33257894,imp_projects4/0/33257894-88424361ede6d9215835cd839cc51b02e5771ff7/BrainTech-pisak-8842436/pisak/unit.py.functions/22-1,initialize,22:1,python,43,127,0,1,1,0,0,0,0,0,1,1,4,4,12,2,0,0,0,none
500871419,imp_projects4/0/500871419-581dee668b263e5bb74db99202acabf30ecebb85/tedomi2705-kernel_xiaomi_sdm660-581dee6/scripts/gdb/linux/modules.py.functions/22-1,module_list,22:1,python,10,30,0,0,1,0,0,0,0,0,1,1,0,0,4,2,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/distlib/index.py.functions/65-5,_get_pypirc_command,65:5,python,7,23,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/distlib/index.py.functions/73-5,read_configuration,73:5,python,12,53,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/distlib/index.py.functions/86-5,save_configuration,86:5,python,8,28,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,none
707007935,imp_projects4/0/707007935-41883daa0af4cbca591c985721c84a0f00bc00e1/daixd5520-LLM-benchmark-41883da/ChatGLM2-6B/modeling_chatglm.py.functions/874-5,quantize,874:5,python,4,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none
707007935,imp_projects4/0/707007935-41883daa0af4cbca591c985721c84a0f00bc00e1/daixd5520-LLM-benchmark-41883da/ChatGLM2-6B/modeling_chatglm.py.functions/1208-5,quantize,1208:5,python,17,49,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/docutils/parsers/rst/directives/__init__.py.functions/78-1,directive,78:1,python,57,212,0,0,0,1,0,0,1,0,0,0,3,1,16,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/dns/resolver.py.functions/1182-1,reset_default_resolver,1182:1,python,9,28,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/dns/resolver.py.functions/1504-1,override_system_resolver,1504:1,python,24,108,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/dns/resolver.py.functions/1530-1,restore_system_resolver,1530:1,python,11,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/turtledemo/__main__.py.functions/130-5,__init__,130:5,python,66,296,0,0,0,0,1,0,0,0,0,0,2,1,37,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/dialects/mysql/mysqlconnector.py.functions/134-5,dbapi,134:5,python,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/dialects/mysql/mysqlconnector.py.functions/150-5,create_connect_args,150:5,python,40,127,0,1,0,0,0,0,0,0,0,0,1,1,21,2,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/__init__.py.functions/29-1,vendored,29:1,python,19,39,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/dialects/mssql/adodbapi.py.functions/51-5,import_dbapi,51:5,python,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none
371602227,imp_projects4/0/371602227-f707235c1f9236a86da44b45a06f2e9d7d094ed4/JaideepPrasad-Data-Science-f707235/Deep Learning/ASL Translator/helper.py.functions/45-1,detect,45:1,python,128,262,0,0,1,0,0,0,0,0,2,2,5,5,35,2,0,0,0,none
